trade_id,symbol,fold,signal_timestamp,entry_timestamp,entry_price,bar_index,bar_timestamp,open,high,low,close,volume,is_final,gap_from_previous
0e07674e1888d347d6ec0ef9,ADAUSDT,1,2025-04-16T10:55:00Z,2025-04-16T11:00:00Z,0.6062,10,2025-04-16T11:45:00Z,0.6058,0.6075,0.6057,0.6074,1205050.0,True,False
0e07674e1888d347d6ec0ef9,ADAUSDT,1,2025-04-16T10:55:00Z,2025-04-16T11:00:00Z,0.6062,11,2025-04-16T11:50:00Z,0.6074,0.6075,0.6061,0.6069,1462100.0,True,False
0e07674e1888d347d6ec0ef9,ADAUSDT,1,2025-04-16T10:55:00Z,2025-04-16T11:00:00Z,0.6062,12,2025-04-16T11:55:00Z,0.6069,0.6069,0.606,0.6066,628676.0,True,False
f99d629fe577eb894d8f9f46,BTCUSDT,1,2025-04-16T14:55:00Z,2025-04-16T15:00:00Z,84560.0,1,2025-04-16T15:00:00Z,84560.0,84721.1,84558.8,84622.5,1138.03,True,False
f99d629fe577eb894d8f9f46,BTCUSDT,1,2025-04-16T14:55:00Z,2025-04-16T15:00:00Z,84560.0,2,2025-04-16T15:05:00Z,84622.6,84650.0,84454.3,84520.3,826.617,True,False
f99d629fe577eb894d8f9f46,BTCUSDT,1,2025-04-16T14:55:00Z,2025-04-16T15:00:00Z,84560.0,3,2025-04-16T15:10:00Z,84520.3,84823.6,84520.2,84727.6,1302.962,True,False
f99d629fe577eb894d8f9f46,BTCUSDT,1,2025-04-16T14:55:00Z,2025-04-16T15:00:00Z,84560.0,4,2025-04-16T15:15:00Z,84727.6,84890.5,84640.0,84813.4,1331.943,True,False
f99d629fe577eb894d8f9f46,BTCUSDT,1,2025-04-16T14:55:00Z,2025-04-16T15:00:00Z,84560.0,5,2025-04-16T15:20:00Z,84813.5,85067.9,84750.1,84998.8,1946.206,True,False
f99d629fe577eb894d8f9f46,BTCUSDT,1,2025-04-16T14:55:00Z,2025-04-16T15:00:00Z,84560.0,6,2025-04-16T15:25:00Z,84998.9,85232.0,84826.9,85039.6,4248.396,True,False
f99d629fe577eb894d8f9f46,BTCUSDT,1,2025-04-16T14:55:00Z,2025-04-16T15:00:00Z,84560.0,7,2025-04-16T15:30:00Z,85042.9,85133.2,84808.7,84850.0,2261.872,True,False
f99d629fe577eb894d8f9f46,BTCUSDT,1,2025-04-16T14:55:00Z,2025-04-16T15:00:00Z,84560.0,8,2025-04-16T15:35:00Z,84850.0,85085.6,84850.0,84956.0,1024.265,True,False
f99d629fe577eb894d8f9f46,BTCUSDT,1,2025-04-16T14:55:00Z,2025-04-16T15:00:00Z,84560.0,9,2025-04-16T15:40:00Z,84955.9,85012.5,84833.4,84929.1,839.89,True,False
f99d629fe577eb894d8f9f46,BTCUSDT,1,2025-04-16T14:55:00Z,2025-04-16T15:00:00Z,84560.0,10,2025-04-16T15:45:00Z,84929.1,84976.2,84836.2,84836.3,506.516,True,False
f99d629fe577eb894d8f9f46,BTCUSDT,1,2025-04-16T14:55:00Z,2025-04-16T15:00:00Z,84560.0,11,2025-04-16T15:50:00Z,84836.3,84959.0,84740.0,84744.9,840.277,True,False
f99d629fe577eb894d8f9f46,BTCUSDT,1,2025-04-16T14:55:00Z,2025-04-16T15:00:00Z,84560.0,12,2025-04-16T15:55:00Z,84744.9,84865.1,84744.9,84810.7,653.414,True,False
0e5b83f514e074cac81ceb1a,BTCUSDT,1,2025-04-16T15:55:00Z,2025-04-16T16:00:00Z,84811.3,1,2025-04-16T16:00:00Z,84811.3,84989.6,84805.2,84959.1,672.764,True,False
0e5b83f514e074cac81ceb1a,BTCUSDT,1,2025-04-16T15:55:00Z,2025-04-16T16:00:00Z,84811.3,2,2025-04-16T16:05:00Z,84959.1,85028.2,84814.7,84996.5,656.547,True,False
0e5b83f514e074cac81ceb1a,BTCUSDT,1,2025-04-16T15:55:00Z,2025-04-16T16:00:00Z,84811.3,3,2025-04-16T16:10:00Z,84996.5,85079.3,84913.0,84950.9,479.388,True,False
0e5b83f514e074cac81ceb1a,BTCUSDT,1,2025-04-16T15:55:00Z,2025-04-16T16:00:00Z,84811.3,4,2025-04-16T16:15:00Z,84950.9,85048.0,84845.7,84875.5,437.635,True,False
0e5b83f514e074cac81ceb1a,BTCUSDT,1,2025-04-16T15:55:00Z,2025-04-16T16:00:00Z,84811.3,5,2025-04-16T16:20:00Z,84875.6,84889.8,84668.5,84787.9,977.17,True,False
0e5b83f514e074cac81ceb1a,BTCUSDT,1,2025-04-16T15:55:00Z,2025-04-16T16:00:00Z,84811.3,6,2025-04-16T16:25:00Z,84787.8,84916.6,84787.8,84799.3,485.749,True,False
0e5b83f514e074cac81ceb1a,BTCUSDT,1,2025-04-16T15:55:00Z,2025-04-16T16:00:00Z,84811.3,7,2025-04-16T16:30:00Z,84799.3,84900.0,84794.2,84863.1,539.159,True,False
0e5b83f514e074cac81ceb1a,BTCUSDT,1,2025-04-16T15:55:00Z,2025-04-16T16:00:00Z,84811.3,8,2025-04-16T16:35:00Z,84863.0,84894.0,84658.6,84658.7,808.707,True,False
0e5b83f514e074cac81ceb1a,BTCUSDT,1,2025-04-16T15:55:00Z,2025-04-16T16:00:00Z,84811.3,9,2025-04-16T16:40:00Z,84658.7,84850.0,84651.1,84840.0,491.757,True,False
0e5b83f514e074cac81ceb1a,BTCUSDT,1,2025-04-16T15:55:00Z,2025-04-16T16:00:00Z,84811.3,10,2025-04-16T16:45:00Z,84840.0,84932.0,84796.0,84912.2,398.457,True,False
0e5b83f514e074cac81ceb1a,BTCUSDT,1,2025-04-16T15:55:00Z,2025-04-16T16:00:00Z,84811.3,11,2025-04-16T16:50:00Z,84912.3,85062.4,84893.0,85045.7,681.432,True,False
0e5b83f514e074cac81ceb1a,BTCUSDT,1,2025-04-16T15:55:00Z,2025-04-16T16:00:00Z,84811.3,12,2025-04-16T16:55:00Z,85045.8,85183.1,84985.3,85000.1,1037.036,True,False
5c6be0d2e714e90de0e06712,BNBUSDT,1,2025-04-16T18:55:00Z,2025-04-16T19:00:00Z,582.39,1,2025-04-16T19:00:00Z,582.39,583.18,582.39,582.5,1684.05,True,False
5c6be0d2e714e90de0e06712,BNBUSDT,1,2025-04-16T18:55:00Z,2025-04-16T19:00:00Z,582.39,2,2025-04-16T19:05:00Z,582.5,583.0,581.58,582.21,1921.05,True,False
5c6be0d2e714e90de0e06712,BNBUSDT,1,2025-04-16T18:55:00Z,2025-04-16T19:00:00Z,582.39,3,2025-04-16T19:10:00Z,582.2,583.3,581.66,583.1,712.83,True,False
5c6be0d2e714e90de0e06712,BNBUSDT,1,2025-04-16T18:55:00Z,2025-04-16T19:00:00Z,582.39,4,2025-04-16T19:15:00Z,583.1,583.26,582.24,582.34,1230.53,True,False
5c6be0d2e714e90de0e06712,BNBUSDT,1,2025-04-16T18:55:00Z,2025-04-16T19:00:00Z,582.39,5,2025-04-16T19:20:00Z,582.34,582.45,581.43,581.63,628.51,True,False
5c6be0d2e714e90de0e06712,BNBUSDT,1,2025-04-16T18:55:00Z,2025-04-16T19:00:00Z,582.39,6,2025-04-16T19:25:00Z,581.63,581.67,581.03,581.03,964.62,True,False
5c6be0d2e714e90de0e06712,BNBUSDT,1,2025-04-16T18:55:00Z,2025-04-16T19:00:00Z,582.39,7,2025-04-16T19:30:00Z,581.04,581.76,580.89,581.65,924.94,True,False
5c6be0d2e714e90de0e06712,BNBUSDT,1,2025-04-16T18:55:00Z,2025-04-16T19:00:00Z,582.39,8,2025-04-16T19:35:00Z,581.64,582.38,581.45,582.35,456.09,True,False
5c6be0d2e714e90de0e06712,BNBUSDT,1,2025-04-16T18:55:00Z,2025-04-16T19:00:00Z,582.39,9,2025-04-16T19:40:00Z,582.34,582.97,582.18,582.8,597.07,True,False
5c6be0d2e714e90de0e06712,BNBUSDT,1,2025-04-16T18:55:00Z,2025-04-16T19:00:00Z,582.39,10,2025-04-16T19:45:00Z,582.81,584.0,582.79,583.95,1843.03,True,False
5c6be0d2e714e90de0e06712,BNBUSDT,1,2025-04-16T18:55:00Z,2025-04-16T19:00:00Z,582.39,11,2025-04-16T19:50:00Z,583.95,585.26,583.95,585.1,4509.1,True,False
5c6be0d2e714e90de0e06712,BNBUSDT,1,2025-04-16T18:55:00Z,2025-04-16T19:00:00Z,582.39,12,2025-04-16T19:55:00Z,585.1,585.42,584.39,584.79,2463.08,True,False
ca5773e8209649174dd2f9ad,LTCUSDT,1,2025-04-16T21:55:00Z,2025-04-16T22:00:00Z,75.04,1,2025-04-16T22:00:00Z,75.04,75.08,74.81,74.82,6222.003,True,False
ca5773e8209649174dd2f9ad,LTCUSDT,1,2025-04-16T21:55:00Z,2025-04-16T22:00:00Z,75.04,2,2025-04-16T22:05:00Z,74.83,74.97,74.76,74.82,2214.468,True,False
ca5773e8209649174dd2f9ad,LTCUSDT,1,2025-04-16T21:55:00Z,2025-04-16T22:00:00Z,75.04,3,2025-04-16T22:10:00Z,74.81,74.97,74.74,74.86,2522.402,True,False
ca5773e8209649174dd2f9ad,LTCUSDT,1,2025-04-16T21:55:00Z,2025-04-16T22:00:00Z,75.04,4,2025-04-16T22:15:00Z,74.86,74.89,74.58,74.63,6086.806,True,False
ca5773e8209649174dd2f9ad,LTCUSDT,1,2025-04-16T21:55:00Z,2025-04-16T22:00:00Z,75.04,5,2025-04-16T22:20:00Z,74.63,74.77,74.58,74.63,6517.329,True,False
ca5773e8209649174dd2f9ad,LTCUSDT,1,2025-04-16T21:55:00Z,2025-04-16T22:00:00Z,75.04,6,2025-04-16T22:25:00Z,74.64,74.7,74.53,74.57,1893.362,True,False
ca5773e8209649174dd2f9ad,LTCUSDT,1,2025-04-16T21:55:00Z,2025-04-16T22:00:00Z,75.04,7,2025-04-16T22:30:00Z,74.56,74.72,74.55,74.59,3152.122,True,False
ca5773e8209649174dd2f9ad,LTCUSDT,1,2025-04-16T21:55:00Z,2025-04-16T22:00:00Z,75.04,8,2025-04-16T22:35:00Z,74.59,74.86,74.54,74.84,2325.112,True,False
ca5773e8209649174dd2f9ad,LTCUSDT,1,2025-04-16T21:55:00Z,2025-04-16T22:00:00Z,75.04,9,2025-04-16T22:40:00Z,74.83,74.92,74.8,74.9,1658.18,True,False
ca5773e8209649174dd2f9ad,LTCUSDT,1,2025-04-16T21:55:00Z,2025-04-16T22:00:00Z,75.04,10,2025-04-16T22:45:00Z,74.91,74.93,74.85,74.9,1312.645,True,False
ca5773e8209649174dd2f9ad,LTCUSDT,1,2025-04-16T21:55:00Z,2025-04-16T22:00:00Z,75.04,11,2025-04-16T22:50:00Z,74.9,74.92,74.76,74.83,1325.005,True,False
ca5773e8209649174dd2f9ad,LTCUSDT,1,2025-04-16T21:55:00Z,2025-04-16T22:00:00Z,75.04,12,2025-04-16T22:55:00Z,74.83,74.92,74.8,74.81,2186.114,True,False
80f99d9532dde3e4509b2a21,SOLUSDT,1,2025-04-16T22:55:00Z,2025-04-16T23:00:00Z,132.08,1,2025-04-16T23:00:00Z,132.08,132.22,131.79,131.81,33733.87,True,False
80f99d9532dde3e4509b2a21,SOLUSDT,1,2025-04-16T22:55:00Z,2025-04-16T23:00:00Z,132.08,2,2025-04-16T23:05:00Z,131.82,132.02,131.63,131.9,56806.06,True,False
80f99d9532dde3e4509b2a21,SOLUSDT,1,2025-04-16T22:55:00Z,2025-04-16T23:00:00Z,132.08,3,2025-04-16T23:10:00Z,131.9,132.26,131.75,131.87,41700.97,True,False
80f99d9532dde3e4509b2a21,SOLUSDT,1,2025-04-16T22:55:00Z,2025-04-16T23:00:00Z,132.08,4,2025-04-16T23:15:00Z,131.87,131.91,131.54,131.63,49863.78,True,False
80f99d9532dde3e4509b2a21,SOLUSDT,1,2025-04-16T22:55:00Z,2025-04-16T23:00:00Z,132.08,5,2025-04-16T23:20:00Z,131.63,131.82,131.47,131.51,49348.63,True,False
80f99d9532dde3e4509b2a21,SOLUSDT,1,2025-04-16T22:55:00Z,2025-04-16T23:00:00Z,132.08,6,2025-04-16T23:25:00Z,131.51,131.65,131.46,131.5,33109.74,True,False
80f99d9532dde3e4509b2a21,SOLUSDT,1,2025-04-16T22:55:00Z,2025-04-16T23:00:00Z,132.08,7,2025-04-16T23:30:00Z,131.5,131.53,131.04,131.15,103538.64,True,False
80f99d9532dde3e4509b2a21,SOLUSDT,1,2025-04-16T22:55:00Z,2025-04-16T23:00:00Z,132.08,8,2025-04-16T23:35:00Z,131.16,131.24,130.74,130.88,73725.73,True,False
80f99d9532dde3e4509b2a21,SOLUSDT,1,2025-04-16T22:55:00Z,2025-04-16T23:00:00Z,132.08,9,2025-04-16T23:40:00Z,130.88,131.03,130.77,130.89,61978.59,True,False
80f99d9532dde3e4509b2a21,SOLUSDT,1,2025-04-16T22:55:00Z,2025-04-16T23:00:00Z,132.08,10,2025-04-16T23:45:00Z,130.88,131.64,130.73,131.54,131128.61,True,False
80f99d9532dde3e4509b2a21,SOLUSDT,1,2025-04-16T22:55:00Z,2025-04-16T23:00:00Z,132.08,11,2025-04-16T23:50:00Z,131.54,131.66,131.44,131.62,42871.73,True,False
80f99d9532dde3e4509b2a21,SOLUSDT,1,2025-04-16T22:55:00Z,2025-04-16T23:00:00Z,132.08,12,2025-04-16T23:55:00Z,131.63,131.63,131.13,131.3,68036.34,True,False
13f67d7f9633094b3b892cb2,DOGEUSDT,1,2025-04-17T01:55:00Z,2025-04-17T02:00:00Z,0.15591,1,2025-04-17T02:00:00Z,0.15591,0.15605,0.15556,0.15567,6585233.0,True,False
13f67d7f9633094b3b892cb2,DOGEUSDT,1,2025-04-17T01:55:00Z,2025-04-17T02:00:00Z,0.15591,2,2025-04-17T02:05:00Z,0.15567,0.15578,0.15534,0.15566,8232392.0,True,False
13f67d7f9633094b3b892cb2,DOGEUSDT,1,2025-04-17T01:55:00Z,2025-04-17T02:00:00Z,0.15591,3,2025-04-17T02:10:00Z,0.15566,0.15575,0.15528,0.15539,3576675.0,True,False
13f67d7f9633094b3b892cb2,DOGEUSDT,1,2025-04-17T01:55:00Z,2025-04-17T02:00:00Z,0.15591,4,2025-04-17T02:15:00Z,0.15539,0.15541,0.15507,0.15512,12182752.0,True,False
13f67d7f9633094b3b892cb2,DOGEUSDT,1,2025-04-17T01:55:00Z,2025-04-17T02:00:00Z,0.15591,5,2025-04-17T02:20:00Z,0.15512,0.15527,0.15509,0.15514,4540750.0,True,False
13f67d7f9633094b3b892cb2,DOGEUSDT,1,2025-04-17T01:55:00Z,2025-04-17T02:00:00Z,0.15591,6,2025-04-17T02:25:00Z,0.15514,0.15572,0.15514,0.15564,7470791.0,True,False
13f67d7f9633094b3b892cb2,DOGEUSDT,1,2025-04-17T01:55:00Z,2025-04-17T02:00:00Z,0.15591,7,2025-04-17T02:30:00Z,0.15564,0.15584,0.15522,0.15533,4920445.0,True,False
13f67d7f9633094b3b892cb2,DOGEUSDT,1,2025-04-17T01:55:00Z,2025-04-17T02:00:00Z,0.15591,8,2025-04-17T02:35:00Z,0.15532,0.15536,0.15508,0.15514,3817873.0,True,False
13f67d7f9633094b3b892cb2,DOGEUSDT,1,2025-04-17T01:55:00Z,2025-04-17T02:00:00Z,0.15591,9,2025-04-17T02:40:00Z,0.15513,0.15538,0.1551,0.15521,4220937.0,True,False
13f67d7f9633094b3b892cb2,DOGEUSDT,1,2025-04-17T01:55:00Z,2025-04-17T02:00:00Z,0.15591,10,2025-04-17T02:45:00Z,0.15522,0.15583,0.15521,0.15549,9507210.0,True,False
13f67d7f9633094b3b892cb2,DOGEUSDT,1,2025-04-17T01:55:00Z,2025-04-17T02:00:00Z,0.15591,11,2025-04-17T02:50:00Z,0.15549,0.15551,0.15503,0.15526,7159461.0,True,False
13f67d7f9633094b3b892cb2,DOGEUSDT,1,2025-04-17T01:55:00Z,2025-04-17T02:00:00Z,0.15591,12,2025-04-17T02:55:00Z,0.15526,0.15567,0.15526,0.15562,3142542.0,True,False
44c6bf8a9b8ecd9cb999e7cf,SOLUSDT,1,2025-04-17T04:55:00Z,2025-04-17T05:00:00Z,131.03,1,2025-04-17T05:00:00Z,131.03,131.43,130.95,131.21,72452.71,True,False
44c6bf8a9b8ecd9cb999e7cf,SOLUSDT,1,2025-04-17T04:55:00Z,2025-04-17T05:00:00Z,131.03,2,2025-04-17T05:05:00Z,131.21,131.5,131.02,131.47,57300.13,True,False
44c6bf8a9b8ecd9cb999e7cf,SOLUSDT,1,2025-04-17T04:55:00Z,2025-04-17T05:00:00Z,131.03,3,2025-04-17T05:10:00Z,131.47,131.68,131.34,131.67,82705.07,True,False
44c6bf8a9b8ecd9cb999e7cf,SOLUSDT,1,2025-04-17T04:55:00Z,2025-04-17T05:00:00Z,131.03,4,2025-04-17T05:15:00Z,131.68,132.18,131.57,131.97,124663.04,True,False
44c6bf8a9b8ecd9cb999e7cf,SOLUSDT,1,2025-04-17T04:55:00Z,2025-04-17T05:00:00Z,131.03,5,2025-04-17T05:20:00Z,131.96,132.2,131.67,132.1,64197.16,True,False
44c6bf8a9b8ecd9cb999e7cf,SOLUSDT,1,2025-04-17T04:55:00Z,2025-04-17T05:00:00Z,131.03,6,2025-04-17T05:25:00Z,132.1,132.1,131.57,131.79,51066.43,True,False
44c6bf8a9b8ecd9cb999e7cf,SOLUSDT,1,2025-04-17T04:55:00Z,2025-04-17T05:00:00Z,131.03,7,2025-04-17T05:30:00Z,131.78,132.44,131.71,132.29,103282.99,True,False
44c6bf8a9b8ecd9cb999e7cf,SOLUSDT,1,2025-04-17T04:55:00Z,2025-04-17T05:00:00Z,131.03,8,2025-04-17T05:35:00Z,132.3,133.0,132.23,132.86,190776.28,True,False
44c6bf8a9b8ecd9cb999e7cf,SOLUSDT,1,2025-04-17T04:55:00Z,2025-04-17T05:00:00Z,131.03,9,2025-04-17T05:40:00Z,132.85,133.4,132.85,133.01,155897.1,True,False
44c6bf8a9b8ecd9cb999e7cf,SOLUSDT,1,2025-04-17T04:55:00Z,2025-04-17T05:00:00Z,131.03,10,2025-04-17T05:45:00Z,133.01,133.34,133.01,133.12,65527.34,True,False
44c6bf8a9b8ecd9cb999e7cf,SOLUSDT,1,2025-04-17T04:55:00Z,2025-04-17T05:00:00Z,131.03,11,2025-04-17T05:50:00Z,133.12,133.37,132.88,133.01,85727.62,True,False
44c6bf8a9b8ecd9cb999e7cf,SOLUSDT,1,2025-04-17T04:55:00Z,2025-04-17T05:00:00Z,131.03,12,2025-04-17T05:55:00Z,133.01,133.48,132.99,133.07,106038.22,True,False
de2d80a8c652d8d5f1e461ce,AVAXUSDT,1,2025-04-17T07:55:00Z,2025-04-17T08:00:00Z,19.383,1,2025-04-17T08:00:00Z,19.383,19.433,19.376,19.414,33913.0,True,False
de2d80a8c652d8d5f1e461ce,AVAXUSDT,1,2025-04-17T07:55:00Z,2025-04-17T08:00:00Z,19.383,2,2025-04-17T08:05:00Z,19.415,19.474,19.402,19.474,21444.0,True,False
de2d80a8c652d8d5f1e461ce,AVAXUSDT,1,2025-04-17T07:55:00Z,2025-04-17T08:00:00Z,19.383,3,2025-04-17T08:10:00Z,19.471,19.471,19.441,19.442,16323.0,True,False
de2d80a8c652d8d5f1e461ce,AVAXUSDT,1,2025-04-17T07:55:00Z,2025-04-17T08:00:00Z,19.383,4,2025-04-17T08:15:00Z,19.441,19.441,19.386,19.393,22754.0,True,False
de2d80a8c652d8d5f1e461ce,AVAXUSDT,1,2025-04-17T07:55:00Z,2025-04-17T08:00:00Z,19.383,5,2025-04-17T08:20:00Z,19.392,19.392,19.332,19.341,25230.0,True,False
de2d80a8c652d8d5f1e461ce,AVAXUSDT,1,2025-04-17T07:55:00Z,2025-04-17T08:00:00Z,19.383,6,2025-04-17T08:25:00Z,19.342,19.372,19.308,19.369,25098.0,True,False
de2d80a8c652d8d5f1e461ce,AVAXUSDT,1,2025-04-17T07:55:00Z,2025-04-17T08:00:00Z,19.383,7,2025-04-17T08:30:00Z,19.369,19.387,19.335,19.335,15252.0,True,False
de2d80a8c652d8d5f1e461ce,AVAXUSDT,1,2025-04-17T07:55:00Z,2025-04-17T08:00:00Z,19.383,8,2025-04-17T08:35:00Z,19.335,19.341,19.318,19.324,12997.0,True,False
de2d80a8c652d8d5f1e461ce,AVAXUSDT,1,2025-04-17T07:55:00Z,2025-04-17T08:00:00Z,19.383,9,2025-04-17T08:40:00Z,19.323,19.328,19.309,19.314,19602.0,True,False
de2d80a8c652d8d5f1e461ce,AVAXUSDT,1,2025-04-17T07:55:00Z,2025-04-17T08:00:00Z,19.383,10,2025-04-17T08:45:00Z,19.315,19.337,19.272,19.275,23766.0,True,False
